date|productId|eventName|userId
1535816823|496|view|13
1536392928|496|add|69
1536272308|644|view|16
1536757406|164|remove|86
1536685863|618|add|33
1535903776|937|view|82
1536320315|196|click|70
1536855831|273|click|89
1535875547|700|click|12
1536199670|219|add|25
1536460770|790|add|42
1535954633|501|view|71
1536630261|687|click|62
1536634815|412|view|97
1536110009|365|click|24
1536022417|459|remove|76
1536925656|270|view|69
1536775625|795|click|42
1536600273|170|remove|18
1535851501|205|add|93
1536413854|458|remove|100
1536376131|388|remove|67
1536733799|407|add|23
1536487700|715|remove|16
1535899552|223|remove|77
1536789352|446|click|17
1536673460|694|view|88
1536345324|546|view|14
1536344576|618|view|63
1536591871|936|click|87
1536062486|356|click|36
1536930731|481|click|58
1536754659|308|view|61
1536650806|322|click|16
1536715686|561|add|3
1536149189|773|view|17
1536879064|561|view|65
1536058417|450|click|2
1536482084|953|add|81
1536062591|523|click|36
1535800375|812|remove|89
1536084170|349|add|6
1536439682|729|add|10
1536964092|170|add|92
1536231229|254|add|100
1536628806|518|click|93
1536389441|566|view|67
1536608676|669|view|21
1536112631|629|view|9
1535937747|766|view|91
1536808378|613|click|17
1536482227|187|remove|88
1536861538|537|remove|4
1536586063|171|remove|79
1536340097|630|view|12
1536905067|702|remove|4
1535820184|985|click|49
1536569831|977|remove|87
1536401213|508|add|92
1536768303|429|click|91
1536777835|151|add|50
1536871845|442|remove|88
1536091352|735|remove|18
1535793156|822|view|43
1535907521|861|click|21
1535897519|763|remove|85
1536502396|377|click|86
1536640739|364|add|82
1536474186|709|add|51
1536895794|843|click|88
1536323787|834|view|47
1536349283|232|remove|1
1536481009|117|click|4
1536371885|390|view|5
1536857142|131|add|52
1536967350|396|click|76
1536719188|621|remove|98
1535998590|574|remove|42
1536363054|947|view|16
1536481458|648|add|73
1536053788|542|view|5
1535863362|663|click|40
1536007143|151|remove|65
1535899438|955|remove|97
1536499127|175|view|94
1536166085|586|view|91
1536611842|633|view|16
1536979188|464|add|3
1536617522|530|view|62
1536158327|932|add|92
1536197244|687|click|54
1535798459|703|view|68
1536512441|487|view|60
1535798801|204|remove|78
1536034102|106|remove|20
1536954056|696|view|83
1536704162|255|click|50
1536685005|470|click|31
1536988038|354|remove|87
1536013090|690|add|11
1536897438|302|add|56
1536891437|561|click|42
1536157023|174|view|33
1536851000|207|remove|55
1536885767|409|click|3
1536013760|813|click|91
1536549095|509|add|47
1536221872|177|add|53
1536880343|528|view|49
1536775961|713|click|42
1536624384|849|add|29
1535908736|205|remove|9
1536994725|673|click|15
1535879839|362|click|60
1536522425|288|view|3
1536307526|838|view|13
1536060503|846|click|73
1536529664|394|view|75
1536504408|651|remove|84
1536298163|216|remove|46
1536885181|272|view|100
1536730009|435|remove|71
1536897003|231|view|40
1536638690|602|view|60
1536197679|871|click|28
1536275735|418|view|81
1535958397|161|view|81
1536300419|370|click|64
1536824867|550|click|26
1535922382|868|click|9
1536643207|784|click|21
1536538050|190|remove|31
1536246502|755|click|18
1536849893|971|remove|89
1536794156|292|click|5
1535943902|360|add|76
1536002800|175|remove|20
1536336099|688|view|75
1536120982|546|add|30
1536834772|784|view|33
1536294362|689|view|86
1536337424|188|add|96
1536241066|700|click|97
1536909664|668|view|14
1536001650|207|view|38
1536994245|550|click|2
1536165391|117|view|69
1535912331|986|click|46
1535852797|310|click|30
1536181953|640|add|45
1536261608|651|click|15
1536288488|971|remove|49
1536262860|166|click|14
1536350412|428|add|44
1536726251|361|view|40
1536142613|721|remove|85
1536105289|542|remove|7
1536037219|426|add|45
1536204145|204|view|63
1536572751|962|remove|96
1536804008|827|click|82
1536223040|976|add|63
1536547679|326|view|15
1536091166|603|remove|30
1536408054|657|click|5
1536848617|295|remove|61
1536241053|616|add|84
1536900478|371|add|36
1536429477|405|view|68
1536094834|922|click|92
1536494826|766|click|64
1536287821|234|click|80
1535790758|377|remove|82
1536190165|335|remove|44
1535984523|950|add|37
1535943016|421|view|47
1536312158|594|add|28
1536533501|724|click|17
1536799471|428|add|13
1535949123|571|click|80
1535896571|786|view|46
1536848330|952|add|33
1535885882|553|remove|47
1536583294|726|view|85
1536891045|922|remove|37
1535927861|203|view|7
1536563714|892|click|68
1536580953|689|click|38
1535923695|697|click|67
1536668939|280|add|85
1536074075|274|remove|47
1536676650|727|add|39
1536166706|721|add|38
1536123980|897|add|15
1536343152|521|view|66
1536150611|323|remove|17
1536940907|828|view|97
1535800370|480|remove|73
1536865225|696|add|73
1536056154|390|add|80
1536771412|684|click|57
1536930029|370|remove|26
1536829989|660|add|28
1536571263|552|remove|46
1536098527|960|click|35
1536903039|461|remove|47
1536469519|809|view|26
1536530805|112|add|53
1536183039|685|click|3
1536176397|281|remove|37
1536824424|322|view|94
1536892961|348|click|78
1535912430|491|click|16
1536676397|191|add|9
1535934746|350|remove|1
1536005194|768|add|13
1535957793|563|add|67
1536357952|521|click|64
1536475104|755|remove|39
1536684701|762|click|8
1536097984|867|view|5
1536381873|515|click|70
1536620118|168|view|52
1536821807|464|add|8
1536130224|448|remove|99
1536619194|341|view|69
1536059043|881|click|11
1536955300|482|remove|36
1535913384|301|view|90
1536444433|986|remove|22
1536675850|322|view|93
1536511036|498|click|34
1536578351|249|remove|32
1536669727|565|remove|72
1536423720|643|remove|53
1536933155|284|view|49
1536893340|917|click|64
1536408138|327|view|85
1536731212|324|view|29
1536868861|835|click|36
1535798821|374|view|21
1536329579|258|view|69
1535957005|243|add|19
1536583300|919|view|26
1536644835|495|remove|4
1536310740|642|view|92
1536401276|567|remove|47
1536429515|654|remove|67
1536929901|415|click|52
1536970418|815|view|75
1536816042|651|remove|36
1536895633|909|add|91
1535993424|649|view|47
1536799180|661|add|7
1536612580|979|view|77
1536940080|710|add|38
1535891238|265|view|41
1536711933|608|add|61
1536319054|135|add|77
1535932940|309|add|54
1536096799|577|click|94
1536406153|335|remove|99
1536490956|406|view|18
1536735180|159|add|10
1536455779|941|click|80
1536341271|980|remove|91
1536913943|974|click|94
1536455093|771|view|47
1535871739|960|view|88
1536045570|973|add|20
1536716382|604|view|29
1536354345|464|remove|85
1536416232|877|remove|88
1536110636|334|click|21
1536271440|162|add|47
1536170909|624|view|81
1536851117|165|view|46
1536612216|278|add|41
1536477270|806|remove|17
1536829576|240|remove|5
1536757609|905|remove|44
1536135888|516|click|14
1536817669|186|click|51
1536838148|893|add|37
1536418091|813|add|39
1536611366|213|view|52
1536274294|816|click|58
1536330640|914|add|33
1536480433|218|click|9
1536269690|472|view|10
1536217860|818|remove|19
1536187378|306|remove|52
1535959045|881|add|7
1536180226|413|add|41
1535949974|574|click|6
1535928654|632|click|89
1536654966|668|add|66
1536425255|152|remove|92
1536370983|785|add|45
1536077534|100|add|44
1535899910|524|remove|44
1536752569|763|click|6
1535912888|125|remove|43
1535829962|586|add|39
1536574365|448|click|25
1536868628|831|add|52
1536077695|770|add|100
1535999850|708|view|74
1536065977|936|view|84
1536703845|624|add|81
1536275528|626|add|32
1536894084|359|add|52
1536303553|704|remove|5
1536544708|708|view|62
1536908690|488|click|90
1536456407|715|click|94
1535811096|494|click|60
1536252324|611|remove|94
1535809017|411|add|41
1536952769|801|remove|85
1536162727|274|add|71
1536463412|453|remove|96
1535814330|404|click|72
1536721648|725|remove|33
1536070160|683|click|2
1536020418|590|remove|34
1536861918|586|view|36
1536798045|581|add|43
1536551592|577|remove|53
1536207169|927|click|65
1536013418|842|add|10
1536676699|520|add|14
1536498609|933|remove|57
1536017289|255|click|39
1536225329|938|remove|9
1536892373|817|add|100
1536565983|357|click|27
1535870270|218|view|94
1536870680|396|add|44
1536433470|821|remove|96
1536121172|714|view|94
1536437841|973|remove|73
1536813876|978|remove|54
1535815474|556|view|74
1536529816|337|click|60
1536423472|530|add|18
1536724788|880|remove|85
1536072713|363|view|40
1535960188|574|remove|55
1536244100|306|remove|48
1536072335|267|view|54
1536862731|759|view|36
1536568162|404|add|69
1536326110|765|view|1
1536033460|771|view|98
1536768633|727|click|94
1536574326|216|view|78
1536514846|499|click|10
1536046355|742|add|37
1536654974|236|click|67
1536956454|150|remove|62
1536975918|537|view|16
1535918901|198|remove|79
1536926001|519|click|2
1535924461|346|click|100
1536473743|239|add|34
1536852817|245|add|78
1536937708|767|remove|93
1535824762|312|click|26
1536269822|407|view|90
1536375188|726|remove|48
1536757928|942|add|80
1536017784|187|click|88
1536865842|982|view|74
1536772294|161|remove|30
1536688030|383|remove|38
1535858165|295|remove|55
1536396069|857|view|53
1536636041|324|view|80
1536762399|314|view|95
1536936087|812|remove|22
1536698608|793|remove|55
1536011122|973|remove|5
1536476990|228|click|36
1536103100|285|view|96
1536759182|966|click|34
1536724894|158|view|35
1536936699|818|click|17
1536229348|742|add|41
1536445446|269|click|43
1536269481|556|click|49
1536646398|781|remove|95
1536853327|486|click|12
1536920248|284|remove|26
1536848109|919|click|52
1535847826|338|remove|70
1536758958|121|add|61
1536889400|826|view|7
1536385965|689|add|87
1535851837|133|add|15
1536262626|150|click|88
1536837985|162|remove|60
1535904726|163|click|60
1536487791|642|view|86
1536476796|165|click|41
1536722835|138|add|55
1536209729|989|remove|62
1536593788|703|view|36
1536896431|536|view|77
1536866523|460|remove|94
1536207439|404|add|80
1536083414|719|remove|50
1536153781|630|add|73
1536942120|780|remove|99
1536956458|836|add|95
1536876229|585|remove|66
1536500975|783|view|85
1536173443|965|click|69
1536189786|997|remove|49
1536619821|848|view|89
1536462033|199|view|56
1536008429|657|click|64
1535829702|434|remove|82
1536053656|268|add|96
1536741070|867|remove|86
1535889110|690|add|4
1536433170|441|view|29
1536634757|970|add|50
1536654708|375|click|69
1536923991|539|remove|62
1536944267|510|remove|27
1536859668|909|remove|7
1536672419|394|click|55
1536101015|107|click|71
1536359161|905|click|56
1536687038|728|view|62
1536208397|305|remove|40
1536320069|860|add|97
1536528292|170|view|27
1536591358|613|add|93
1536053300|498|remove|27
1535950001|273|click|77
1536739134|150|view|84
1536055068|892|view|42
1535938871|408|remove|36
1536761452|183|remove|73
1536072397|850|click|84
1536701351|759|remove|81
1536219451|472|view|54
1535925674|626|click|85
1536462461|455|view|22
1536727022|139|remove|19
1536628983|961|view|5
1536801008|826|click|83
1536972388|154|view|43
1536392682|396|remove|93
1535848271|662|view|29
1536174454|816|view|34
1536811192|761|remove|84
1536409143|335|view|5
1536684980|688|view|73
1536905678|948|click|22
1536443608|840|add|55
1536962677|559|add|26
1536360961|357|view|21
1536638211|109|remove|69
1536622588|767|click|1
1536292451|777|add|49
1536665767|710|add|90
1536528271|258|add|7
1536219689|231|view|89
1536691553|746|add|55
1536730247|638|add|86
1535795591|717|remove|63
1536361044|142|remove|46
1535950485|984|remove|94
1536204096|196|remove|8
1536977685|631|click|76
1536087686|335|remove|41
1536071630|802|add|79
1536498083|144|remove|52
1536337607|608|view|75
1536687640|274|view|19
1536046798|866|click|99
1536283330|336|click|6
1535790383|175|remove|13
1535832781|194|remove|77
1535971428|763|click|75
1536708178|865|click|32
1536213098|444|remove|50
1536280056|821|remove|25
1535929008|493|view|15
1536619534|606|add|62
1535914948|227|add|11
1536989827|865|remove|37
1536601628|188|view|53
1536193214|790|view|60
1536475801|120|remove|63
1536355321|727|add|60
1536119988|654|click|63
1536863635|640|remove|98
1536411968|756|click|1
1536732219|705|click|99
1536033940|997|click|68
1536621039|667|view|40
1536435353|381|view|51
1536605369|156|view|87
1536031964|915|remove|33
1536784688|406|remove|44
1536989963|732|click|90
1535818178|923|remove|27
1536353055|544|add|58
1536895529|671|view|36
1536435791|518|view|44
1536133580|338|view|81
1535886980|345|add|20
1536920919|704|click|19
1535989054|936|remove|43
1536354260|740|click|2
1536524389|531|click|86
1536783390|174|add|78
1536773563|848|click|50
1536768380|109|add|56
1535979334|285|click|23
1536042362|600|remove|1
1536824078|131|view|5
1536005612|840|remove|27
1535941944|112|view|98
1536562890|711|remove|89
1536590372|252|add|15
1536962181|741|remove|29
1536314072|433|add|26
1536682199|285|remove|92
1535861682|501|click|55
1536627389|589|remove|39
1536426631|878|click|23
1536421987|215|click|52
1535842015|607|click|8
1536678670|510|add|36
1536061939|154|remove|43
1535790498|951|view|28
1536163188|952|click|40
1535798283|539|click|28
1536586967|269|remove|5
1536924782|451|remove|14
1535988683|437|click|6
1536559622|568|add|25
1536778915|123|add|16
1535821247|190|click|62
1536297069|620|add|52
1536688565|565|add|15
1536769146|770|click|99
1536890300|614|view|11
1536400567|830|add|86
1536587823|191|remove|13
1535980058|691|remove|90
1536381155|702|view|75
1536609153|617|remove|33
1536054421|317|view|52
1536781517|739|remove|72
1536779921|624|view|46
1536862633|456|add|3
1536716405|792|click|33
1535834819|697|add|30
1535917515|227|remove|22
1536303376|928|view|14
1536974921|499|click|39
1536434614|305|add|22
1536315394|248|view|89
1536162082|114|remove|31
1536495429|245|remove|55
1536345172|603|add|14
1535916472|770|add|29
1536708847|512|add|55
1536050776|621|view|16
1536264400|381|view|33
1535956993|910|view|30
1535981283|542|remove|18
1535911055|741|view|17
1535971551|613|click|98
1536620733|818|add|57
1536730886|167|view|57
1536613718|400|add|41
1536501025|595|add|97
